lens_id,doc_key,residence,extracted_name,extracted_address,nimi,id
135-344-515-605-266,CN_106517950_A_20170322,,TANG JIANFA,,TANG JIANFA,
135-344-515-605-266,CN_106517950_A_20170322,,TANG HAOCHENG,,TANG HAOCHENG,
135-839-613-948-54X,KR_101815018_B1_20180108,KR,CHANG DONG WON,,CHANG DONG WON,
135-869-371-360-416,BR_202019012042_U2_20201222,BR,MISSAO SALESIANA DE MATO GROSSO,,MISSAO SALESIANA DE MATO GROSSO,
135-940-414-407-675,CZ_2018252_A3_20190807,CZ,UNIV V LIBERCI TECCH,,UNIV V LIBERCI TECCH,
136-560-549-587-29X,WO_2020245505_A2_20201210,FI,BETOLAR OY,,BETOLAR OY,
136-697-519-561-512,CN_107235669_B_20200103,,盐城琛丹低碳技术研究院有限公司,,盐城琛丹低碳技术研究院有限公司,
136-873-638-520-414,CN_103508704_A_20140115,,NICHIHA KK,,NICHIHA KK,
137-114-107-466-606,KR_101840470_B1_20180504,KR,ZI AN IND CO LTD,,ZI AN IND CO LTD,
137-158-093-399-450,US_20230139894_A1_20230504,CA,ZS2 TECH LTD,,ZS2 TECH LTD,
137-400-364-911-114,KR_20190014396_A_20190212,KR,YUK TEMPLE LTD,,YUK TEMPLE LTD,
138-366-163-778-249,KR_101841353_B1_20180322,,최승현,,최승현,
138-401-775-974-559,EP_2526073_B1_20160406,FR,COMMISSARIAT À L'ÉNERGIE ATOMIQUE ET AUX ÉNERGIES ALTERNATIVES,,COMMISSARIAT À L'ÉNERGIE ATOMIQUE ET AUX ÉNERGIES ALTERNATIVES,
138-462-919-781-537,KR_101379541_B1_20140328,KR,KO KWANG SIK,,KO KWANG SIK,
138-593-175-339-825,PL_2688658_T3_20170630,US,ALBEMARLE CORP,,ALBEMARLE CORP,
139-426-040-767-134,CN_112110665_A_20201222,,CHINA RESOURCES POWER HEZHOU CO LTD,,CHINA RESOURCES POWER HEZHOU CO LTD,
139-908-781-887-290,US_20200317571_A1_20201008,US,GLASS PROC SOLUTIONS LLC D/B/A SIONEER,,GLASS PROC SOLUTIONS LLC D/B/A SIONEER,
141-148-626-833-316,CN_110407519_A_20191105,,GUIZHOU GUICHENG SHUNYUAN ENVIRONMENTAL PROTECTION TECH CO LTD,,GUIZHOU GUICHENG SHUNYUAN ENVIRONMENTAL PROTECTION TECH CO LTD,
141-287-544-678-455,AU_2017383106_A1_20190620,,HENRY ANDRE,,HENRY ANDRE,
141-287-544-678-455,AU_2017383106_A1_20190620,,HENRY JASON,,HENRY JASON,
141-377-368-620-367,CN_115108784_A_20220927,,SHANDONG CHAMBROAD ENVIRONMENTAL PROT MATERIAL CO LTD,,SHANDONG CHAMBROAD ENVIRONMENTAL PROT MATERIAL CO LTD,
141-484-325-622-542,RU_2701007_C1_20190924,RU,FEDERALNOE GOSUDARSTVENNOE BYUDZHETNOE OBRAZOVATELNOE UCHREZHDENIE VYSSHEGO OBRAZOVANIYA YAROSLAVSKI,,FEDERALNOE GOSUDARSTVENNOE BYUDZHETNOE OBRAZOVATELNOE UCHREZHDENIE VYSSHEGO OBRAZOVANIYA YAROSLAVSKI,
142-549-452-979-916,CN_104308958_B_20161005,,广东萨提亚新型建材科技有限公司,,广东萨提亚新型建材科技有限公司,
142-747-669-498-07X,CN_112408828_B_20220408,,山东京博环保材料有限公司,,山东京博环保材料有限公司,
143-203-671-026-697,CN_115028382_B_20221216,,福建南方路面机械股份有限公司,,福建南方路面机械股份有限公司,
143-244-620-440-346,CN_104487388_A_20150401,,LANXESS DEUTSCHLAND GMBH,,LANXESS DEUTSCHLAND GMBH,
143-640-219-480-32X,CN_114920524_A_20220819,,ZHENGZHOU WANXIE ENVIRONMENTAL PROTECTION TECH CO LTD,,ZHENGZHOU WANXIE ENVIRONMENTAL PROTECTION TECH CO LTD,
143-816-558-600-169,KR_20160001321_A_20160106,KR,HYUNDAI STEEL CO,,HYUNDAI STEEL CO,
144-260-887-658-084,MX_2017004204_A_20170606,US,HALLIBURTON ENERGY SERVICES INC,,HALLIBURTON ENERGY SERVICES INC,
145-111-162-193-889,CN_114790096_A_20220726,,UNIV HEBEI TECHNOLOGY,,UNIV HEBEI TECHNOLOGY,
145-111-162-193-889,CN_114790096_A_20220726,,SINOHYDRO FOUND ENG CO LTD,,SINOHYDRO FOUND ENG CO LTD,
145-577-755-198-524,KR_101938528_B1_20190411,KR,YEONGJU IND CO LTD,,YEONGJU IND CO LTD,
145-800-574-246-282,CN_107117911_B_20200717,,山东源根化学技术研发有限公司,,山东源根化学技术研发有限公司,
147-082-483-471-459,PL_3589600_T3_20220816,DE,FLUORCHEMIE GMBH FRANKFURT,,FLUORCHEMIE GMBH FRANKFURT,
147-375-071-318-000,CN_105693127_A_20160622,,CHENG YU,,CHENG YU,
147-375-071-318-000,CN_105693127_A_20160622,,SUN ZHAOYUN,,SUN ZHAOYUN,
147-375-071-318-000,CN_105693127_A_20160622,,WEI JINCHENG,,WEI JINCHENG,
147-888-193-439-007,CN_114380410_A_20220422,,GUIZHOU RAYLEIGH ENVIRONMENT FRIENDLY SCIENCE AND TECH LIMITED COMPANY,,GUIZHOU RAYLEIGH ENVIRONMENT FRIENDLY SCIENCE AND TECH LIMITED COMPANY,
148-467-588-811-919,CN_114105602_A_20220301,,FENG ZHENHE,,FENG ZHENHE,
148-636-909-132-250,CN_105819770_B_20180102,,北京盛广拓公路科技有限公司,,北京盛广拓公路科技有限公司,
148-654-359-457-964,CN_105753415_A_20160713,,XIA BAIQING,,XIA BAIQING,
148-689-405-677-088,KR_20150077520_A_20150708,KR,NAT UNIV CHUNGBUK IND ACAD,,NAT UNIV CHUNGBUK IND ACAD,
148-865-040-430-460,KR_101869331_B1_20180621,,한국레미콘공업협동조합연합회,,한국레미콘공업협동조합연합회,
148-968-327-745-293,CA_3174388_A1_20220630,CA,ROMANIUK NIKOLAS ANDREI,,ROMANIUK NIKOLAS ANDREI,
148-968-327-745-293,CA_3174388_A1_20220630,CA,TATE MICHAEL JOHN,,TATE MICHAEL JOHN,
148-968-327-745-293,CA_3174388_A1_20220630,CA,LEIKAM JARED IRA,,LEIKAM JARED IRA,
148-968-327-745-293,CA_3174388_A1_20220630,CA,FOX JESSE WAYNE,,FOX JESSE WAYNE,
148-968-327-745-293,CA_3174388_A1_20220630,CA,HARIHARAN NARAIN,,HARIHARAN NARAIN,
149-843-615-404-546,CN_109206064_A_20190115,,HEBEI ZHUODA BUILDING MAT RES INST CO LTD,,HEBEI ZHUODA BUILDING MAT RES INST CO LTD,
150-807-346-205-801,US_8993656_B2_20150331,US,CHEUNG JOSEPHINE,,CHEUNG JOSEPHINE,
150-807-346-205-801,US_8993656_B2_20150331,US,SILVA DENISE,,SILVA DENISE,
150-807-346-205-801,US_8993656_B2_20150331,US,CHUN BYONG-WA,,CHUN BYONG-WA,
150-807-346-205-801,US_8993656_B2_20150331,JP,SATO MASAHIRO,,SATO MASAHIRO,
150-807-346-205-801,US_8993656_B2_20150331,US,GRACE W R & CO,,GRACE W R & CO,
150-807-346-205-801,US_8993656_B2_20150331,JP,NIPPON CATALYTIC CHEM IND,,NIPPON CATALYTIC CHEM IND,
150-907-607-807-535,KR_101900849_B1_20180920,KR,JEON IL RANG,,JEON IL RANG,
151-399-019-787-88X,CN_115304300_A_20221108,,SHANGHAI CIVIL ENG CO LTD OF CREC,,SHANGHAI CIVIL ENG CO LTD OF CREC,
151-399-019-787-88X,CN_115304300_A_20221108,,CHINA RAILWAY DEVELOPMENT INVEST CO LTD,,CHINA RAILWAY DEVELOPMENT INVEST CO LTD,
152-944-817-024-067,RU_2672901_C2_20181120,RU,FEDERALNOE GOSUDARSTVENNOE BYUDZHETNOE OBRAZOVATELNOE UCHREZHDENIE VYSSHEGO PROFESSIONALNOGO OBRAZOV,,FEDERALNOE GOSUDARSTVENNOE BYUDZHETNOE OBRAZOVATELNOE UCHREZHDENIE VYSSHEGO PROFESSIONALNOGO OBRAZOV,
153-677-047-632-48X,KR_20140000163_A_20140102,KR,KOREA INST SCI & TECH,,KOREA INST SCI & TECH,
154-988-083-684-257,KR_101403401_B1_20140603,,,,,
156-331-318-629-436,CA_2835677_C_20170117,US,DU PONT,,DU PONT,
156-579-825-486-192,KR_101919703_B1_20190208,KR,UNIV INCHEON IND ACAD COOP,,UNIV INCHEON IND ACAD COOP,
156-994-076-743-531,CN_115010450_A_20220906,,POWERCHINA HUADONG ENGINEERING CORP LTD,,POWERCHINA HUADONG ENGINEERING CORP LTD,
158-434-159-035-300,CN_114853421_A_20220805,,CHINA CONSTRUCTION EIGHTH ENGINEERING DIVISION TESTING TECH CO LTD,,CHINA CONSTRUCTION EIGHTH ENGINEERING DIVISION TESTING TECH CO LTD,
158-523-642-810-607,AU_2020220140_B2_20220811,DE,SCHOCK GMBH,,SCHOCK GMBH,
158-758-223-355-773,CN_115215605_A_20221021,,XUZHOU DIANXING NEW BUILDING MAT CO LTD,,XUZHOU DIANXING NEW BUILDING MAT CO LTD,
158-989-674-524-87X,CN_103866137_B_20151118,,,,,
159-670-358-595-74X,EP_2379630_B8_20200401,US,GCP APPLIED TECH INC,,GCP APPLIED TECH INC,
159-670-358-595-74X,EP_2379630_B8_20200401,JP,NIPPON CATALYTIC CHEM IND,,NIPPON CATALYTIC CHEM IND,
160-041-347-533-889,CN_107311599_A_20171103,,HEFEI YIPIANMEI ENVIRONMENTAL PROTECTION TECH CO LTD,,HEFEI YIPIANMEI ENVIRONMENTAL PROTECTION TECH CO LTD,
160-265-688-210-626,CN_108373234_A_20180807,,UNIV ZHEJIANG TECHNOLOGY,,UNIV ZHEJIANG TECHNOLOGY,
160-505-355-122-695,RU_2665724_C1_20180904,RU,SHCHEPOCHKINA YULIYA ALEKSEEVNA,,SHCHEPOCHKINA YULIYA ALEKSEEVNA,
161-690-765-318-205,CN_114368928_A_20220419,,TIANJIN WATER TRANSP ENGINEERING SCIENCE RESEARCH INSTITUTE OF MINISTRY OF TRANSP,,TIANJIN WATER TRANSP ENGINEERING SCIENCE RESEARCH INSTITUTE OF MINISTRY OF TRANSP,
163-992-124-088-274,FR_3056930_B1_20200925,CH,HOLCIM TECHNOLOGY LTD,,HOLCIM TECHNOLOGY LTD,
164-514-864-417-416,EP_3180171_B1_20211006,NL,IHC HOLLAND IE BV,,IHC HOLLAND IE BV,
164-911-100-805-143,KR_20190036785_A_20190405,KR,LEE SE LIN,,LEE SE LIN,
164-911-100-805-143,KR_20190036785_A_20190405,KR,KIM MAL SUK,,KIM MAL SUK,
165-159-884-686-878,IL_250232_B_20210729,US,CRISPYCRETE LLC,"P.O. Box 2523 Auburn, Alabama 36831 US",CRISPYCRETE LLC,
165-349-253-919-134,US_20140023298_A1_20140123,CA,ROCK SOLID RENTALS LTD,,ROCK SOLID RENTALS LTD,
166-268-324-889-588,WO_2020225483_A1_20201112,FI,TEKNOLOGIAN TUTKIMUSKESKUS VTT OY,,TEKNOLOGIAN TUTKIMUSKESKUS VTT OY,
166-512-863-159-439,CN_115073036_A_20220920,,NANJING HYDRAULIC RES INSTITUTE NHRI,,NANJING HYDRAULIC RES INSTITUTE NHRI,
166-512-863-159-439,CN_115073036_A_20220920,,ZHAOTONG YIZHAO EXPRESSWAY INVEST DEVELOPMENT CO LTD,,ZHAOTONG YIZHAO EXPRESSWAY INVEST DEVELOPMENT CO LTD,
166-512-863-159-439,CN_115073036_A_20220920,,UNIV SOUTHEAST,,UNIV SOUTHEAST,
167-108-074-544-010,KR_20140115420_A_20141001,KR,YOUNGJIN GLOBLA CO LTD,,YOUNGJIN GLOBLA CO LTD,
167-169-396-757-974,CN_108726926_A_20181102,,YAN JINSONG,,YAN JINSONG,
167-456-862-516-679,CN_107324699_B_20191203,,宋乐财,,宋乐财,
167-496-997-438-627,IL_251347_A0_20170529,,POGGI PAUL,,POGGI PAUL,
167-599-844-143-918,CN_112644043_A_20210413,,HEZHOU LONGYUAN NEW MAT CO LTD,,HEZHOU LONGYUAN NEW MAT CO LTD,
169-351-597-257-275,CN_111792903_A_20201020,,ANHUI CHUANGNENG ENVIRONMENTAL PROT MATERIAL CO LTD,,ANHUI CHUANGNENG ENVIRONMENTAL PROT MATERIAL CO LTD,
169-590-672-127-701,US_20210087383_A1_20210325,DE,SCHOCK GMBH,,SCHOCK GMBH,
169-696-413-299-379,KR_20220033878_A_20220317,KR,ART CHEM CO LTD,,ART CHEM CO LTD,
169-847-233-011-089,WO_2022142137_A1_20220707,CN,UNIV SHANDONG,,UNIV SHANDONG,
170-452-032-810-297,CN_104937017_A_20150923,,FLUORCHEMIE GMBH FRANKFURT,,FLUORCHEMIE GMBH FRANKFURT,
172-144-732-860-920,CN_113754398_B_20221108,,湖北昌耀新材料工程技术研究有限责任公司,,湖北昌耀新材料工程技术研究有限责任公司,
172-796-745-806-353,US_20190119159_A1_20190425,IL,PHOSPHOGREEN LTD,,PHOSPHOGREEN LTD,
173-095-835-461-023,CN_110963768_A_20200407,,ZHENGZHOU HENGBO ENVIRONMENTAL TECH CO LTD,,ZHENGZHOU HENGBO ENVIRONMENTAL TECH CO LTD,
173-218-807-334-622,CN_115321865_A_20221111,,UNIV WUHAN TECH,,UNIV WUHAN TECH,
173-372-473-335-97X,AU_2014210226_A1_20150716,,FLUORCHEMIE GMBH FRANKFURT,,FLUORCHEMIE GMBH FRANKFURT,
173-463-016-541-288,KR_102193355_B1_20201222,KR,MYEONG JU IND,,MYEONG JU IND,
174-926-939-136-912,US_9789630_B2_20171017,MX,TORRES JAIME VITE,,TORRES JAIME VITE,
174-926-939-136-912,US_9789630_B2_20171017,MX,INST NAC DE INVESTIG NUCLEARES,,INST NAC DE INVESTIG NUCLEARES,
175-255-157-412-101,CN_114804825_A_20220729,,HENAN TIANCHEN ENVIRONMENTAL PROTECTION EQUIPMENT RES INSTITUTE CO LTD,,HENAN TIANCHEN ENVIRONMENTAL PROTECTION EQUIPMENT RES INSTITUTE CO LTD,
175-635-544-440-502,ZA_201701727_B_20180829,US,CRISPYCRETE LLC,,CRISPYCRETE LLC,
175-979-915-035-565,WO_2020132721_A1_20200702,BR,INTERCEMENT BRASIL S A,,INTERCEMENT BRASIL S A,
175-979-915-035-565,WO_2020132721_A1_20200702,BR,UNIV SAO PAULO,,UNIV SAO PAULO,
176-092-988-405-183,CA_2892768_C_20190319,DE,FLUORCHEMIE GMBH FRANKFURT,,FLUORCHEMIE GMBH FRANKFURT,
176-279-901-855-529,CN_113651588_B_20220913,,湖南省环境保护科学研究院,,湖南省环境保护科学研究院,
176-319-580-069-79X,PT_3307693_T_20200903,BE,FLEMISH GOVERNMENT DEPT OF PUBLIC WORKS MARITIME ACCESS,,FLEMISH GOVERNMENT DEPT OF PUBLIC WORKS MARITIME ACCESS,
176-386-405-356-572,CN_114956635_A_20220830,,RES INST TSINGHUA PEARL RIVER DELTA,,RES INST TSINGHUA PEARL RIVER DELTA,
176-386-405-356-572,CN_114956635_A_20220830,,GUANGDONG LINGXIU TECH CO LTD,,GUANGDONG LINGXIU TECH CO LTD,
176-424-560-320-195,JP_6685393_B2_20200422,,フルオシュミ ゲーエムベーハー フランクフルト,,フルオシュミ ゲーエムベーハー フランクフルト,
176-878-686-743-173,EA_031327_B1_20181228,FI,GLOBAL ECOPROCESS SERVICES OY,,GLOBAL ECOPROCESS SERVICES OY,
177-130-517-474-642,ES_2819901_T3_20210419,,FLEMISH GOVERNMENT DEPT OF PUBLIC WORKS MARITIME ACCESS,,FLEMISH GOVERNMENT DEPT OF PUBLIC WORKS MARITIME ACCESS,
177-376-379-987-596,KR_102205003_B1_20210120,KR,JEONG SSANG YOUNG,,JEONG SSANG YOUNG,
177-532-402-923-489,WO_2014114284_A2_20140731,DE,FLUORCHEMIE GMBH FRANKFURT,,FLUORCHEMIE GMBH FRANKFURT,
177-760-701-839-302,KR_20160020906_A_20160224,KR,KIM DO GYUN,,KIM DO GYUN,
177-949-397-047-210,FR_3101006_A1_20210326,FR,SCHMIT MICKAEL,,SCHMIT MICKAEL,
179-048-079-985-53X,CN_108360323_A_20180803,,UNIV NINGBO TECHNOLOGY,,UNIV NINGBO TECHNOLOGY,
179-250-911-800-820,CN_112456957_B_20220517,,扬州杰嘉工业固废处置有限公司,,扬州杰嘉工业固废处置有限公司,
179-674-879-230-045,CN_112876026_B_20220201,,湖南凯迪工程科技有限公司,,湖南凯迪工程科技有限公司,
179-849-135-727-341,CN_106187305_A_20161207,,GUANGXI YUNJI ENV PROT TECH CO LTD,,GUANGXI YUNJI ENV PROT TECH CO LTD,
180-144-037-093-483,KR_20200002246_A_20200108,KR,KOREA ADVANCED INST SCI & TECH,,KOREA ADVANCED INST SCI & TECH,
180-620-291-494-471,KR_102206677_B1_20210121,KR,KIM DONG KYUNG,,KIM DONG KYUNG,
180-728-400-512-945,KR_20220060602_A_20220512,KR,DL E&C CO LTD,,DL E&C CO LTD,
180-728-400-512-945,KR_20220060602_A_20220512,KR,CMD GROUP CO LTD,,CMD GROUP CO LTD,
181-548-375-497-859,CN_113511846_A_20211019,,UNIV KUNMING SCIENCE & TECH,,UNIV KUNMING SCIENCE & TECH,
181-769-594-714-20X,CN_113929387_A_20220114,,UNIV KUNMING SCIENCE & TECH,,UNIV KUNMING SCIENCE & TECH,
181-982-124-023-263,GB_2574206_B_20230104,BE,KNAUF INSULATION SPRL,,KNAUF INSULATION SPRL,
182-476-963-100-252,US_10087359_B2_20181002,US,HALLIBURTON ENERGY SERVICES INC,,HALLIBURTON ENERGY SERVICES INC,
182-676-795-103-046,KR_20200117905_A_20201014,KR,SAND NATURE,,SAND NATURE,
182-885-339-970-796,CN_111867698_A_20201030,,UNIV GEORGIA STATE RES FOUND,,UNIV GEORGIA STATE RES FOUND,
182-900-290-458-929,CN_107382161_A_20171124,,HEFEI DAHU ELECTRIC WIRE AND CABLE TECH CO LTD,,HEFEI DAHU ELECTRIC WIRE AND CABLE TECH CO LTD,
182-973-631-885-759,KR_102138008_B1_20200728,KR,DAEWOONG CO LTD,,DAEWOONG CO LTD,
182-973-631-885-759,KR_102138008_B1_20200728,KR,ZI-AN IND CO LTD,,ZI-AN IND CO LTD,
183-089-102-368-907,RU_2753790_C2_20210823,DE,FLYUORKHEMI GMBKH FRANKFURT,,FLYUORKHEMI GMBKH FRANKFURT,
183-730-270-997-631,CN_112694304_B_20221101,,山东省交通科学研究院,,山东省交通科学研究院,
183-730-270-997-631,CN_112694304_B_20221101,,山东高速股份有限公司,,山东高速股份有限公司,
184-706-150-008-698,AT_16116_U1_20190215,SK,POVAZSKA CEMENTAREN AS,,POVAZSKA CEMENTAREN AS,
186-147-047-900-121,CN_111892916_A_20201106,,CHINA NAT PETROLEUM CORP,,CHINA NAT PETROLEUM CORP,
186-147-047-900-121,CN_111892916_A_20201106,,CNPC CHUANQING DRILLING ENG CO,,CNPC CHUANQING DRILLING ENG CO,
186-872-331-660-833,CN_113248205_A_20210813,,WUHAN LAIDAO BUILDING MATERIAL TECH CO LTD,,WUHAN LAIDAO BUILDING MATERIAL TECH CO LTD,
187-127-144-868-117,MY_160215_A_20170228,KR,SAMSUNG C&T CORP,,SAMSUNG C&T CORP,
187-195-314-177-031,JP_6084383_B2_20170222,,ニチハ株式会社,,ニチハ株式会社,
187-434-208-806-063,CN_111548069_A_20200818,,JIANGSU QIKUN CIRCULAR ECONOMY INDUSTRIAL TECH DEVELOPMENT CO LTD,,JIANGSU QIKUN CIRCULAR ECONOMY INDUSTRIAL TECH DEVELOPMENT CO LTD,
187-608-542-759-968,GB_2550744_B_20210901,US,CHEVRON USA INC,,CHEVRON USA INC,
188-135-968-925-168,CN_113603444_B_20220603,,山西大学,,山西大学,
188-152-405-478-717,RU_2751029_C1_20210707,RU,FEDERALNOE GOSUDARSTVENNOE BYUDZHETNOE OBRAZOVATELNOE UCHREZHDENIE VYSSHEGO OBRAZOVANIYA CHELYABINSK,,FEDERALNOE GOSUDARSTVENNOE BYUDZHETNOE OBRAZOVATELNOE UCHREZHDENIE VYSSHEGO OBRAZOVANIYA CHELYABINSK,
188-687-411-619-855,CN_107235669_A_20171010,,YANCHENG CHENDAN LOW CARBON TECH RESEARCH INSTITUTE CO LTD,,YANCHENG CHENDAN LOW CARBON TECH RESEARCH INSTITUTE CO LTD,
188-715-274-078-76X,CN_106242497_A_20161221,,MINGGUANG KAIXUAN NEW BUILDING MAT FACTORY,,MINGGUANG KAIXUAN NEW BUILDING MAT FACTORY,
190-534-889-791-448,KR_20200074721_A_20200625,KR,UNIV HANNAM INST IND ACAD COOP,,UNIV HANNAM INST IND ACAD COOP,
190-835-640-358-285,CN_106995295_A_20170801,,XINJIANG TIANSHAN BUILDING MAT DETECTION CO LTD,,XINJIANG TIANSHAN BUILDING MAT DETECTION CO LTD,
191-692-365-637-474,CN_110342844_A_20191018,,SICHUAN XINLIN ENVIRONMENTAL PROTECTION TECH CO LTD,,SICHUAN XINLIN ENVIRONMENTAL PROTECTION TECH CO LTD,
191-972-824-169-494,AU_2016397508_A1_20181025,,FLUORCHEMIE GMBH FRANKFURT,,FLUORCHEMIE GMBH FRANKFURT,
192-060-251-199-462,JP_6095802_B2_20170315,,フルオシュミ ゲーエムベーハー フランクフルト,,フルオシュミ ゲーエムベーハー フランクフルト,
193-998-256-601-688,AU_2016325507_A1_20180510,CH,POGGI PAUL,,POGGI PAUL,
194-204-429-818-797,KR_102133769_B1_20200715,KR,JEJU INTERNATIONAL UNIV INDUSTRY - ACADEMIC COLLABORATION FOUNDATION,,JEJU INTERNATIONAL UNIV INDUSTRY - ACADEMIC COLLABORATION FOUNDATION,
194-204-429-818-797,KR_102133769_B1_20200715,KR,HALLA ENVIRONMENTAL IND CO LTD,,HALLA ENVIRONMENTAL IND CO LTD,
194-204-429-818-797,KR_102133769_B1_20200715,KR,KIM MOON HOON,,KIM MOON HOON,
194-570-441-677-448,KR_102065916_B1_20200115,,이영선,,이영선,
194-715-564-829-135,KR_20210042512_A_20210420,KR,UNIV WOOSUK,,UNIV WOOSUK,
194-958-205-809-059,CN_112897975_A_20210604,,JINTANG BOSENTE NEW MAT CO LTD,,JINTANG BOSENTE NEW MAT CO LTD,
195-232-321-456-274,BR_102021009965_A2_20210908,BR,MINERACOES GERAIS LTDA,,MINERACOES GERAIS LTDA,
196-679-552-259-62X,CN_113636823_A_20211112,,UNIV INNER MONGOLIA SCI & TECH,,UNIV INNER MONGOLIA SCI & TECH,
196-679-552-259-62X,CN_113636823_A_20211112,,UNIV LIAONING TECHNICAL,,UNIV LIAONING TECHNICAL,
196-679-552-259-62X,CN_113636823_A_20211112,,NAT ENERGY GROUP COAL COKING CO LTD,,NAT ENERGY GROUP COAL COKING CO LTD,
196-814-181-537-801,US_10619324_B1_20200414,US,PLACEMENT AREA SOLUTIONS LLC,,PLACEMENT AREA SOLUTIONS LLC,
196-984-380-385-304,CN_107777844_A_20180309,,JIANGSU TIANHONG ENV ENGINEERING CO LTD,,JIANGSU TIANHONG ENV ENGINEERING CO LTD,
198-390-092-251-63X,KR_102136685_B1_20200723,KR,SUNGSHIN CEMENT CO LTD,,SUNGSHIN CEMENT CO LTD,
198-523-659-865-496,EP_4090637_A1_20221123,US,GEN ELECTRIC,,GEN ELECTRIC,
199-352-380-773-669,AU_2018352578_A1_20200430,US,GLASS PROCESSING SOLUTIONS LLC D/B/A SIONEER,,GLASS PROCESSING SOLUTIONS LLC D/B/A SIONEER,
000-672-850-801-640,KR_101681008_B1_20161129,KR,KIM HOON,,KIM HOON,
000-698-359-451-471,CN_112351965_A_20210209,,COUNCIL SCIENT IND RES,,COUNCIL SCIENT IND RES,
001-195-422-195-16X,US_20220033726_A1_20220203,BE,KNAUF INSULATION SPRL,,KNAUF INSULATION SPRL,
001-425-397-506-448,US_8652250_B2_20140218,CN,QIN SHENGYI,,QIN SHENGYI,
001-425-397-506-448,US_8652250_B2_20140218,CN,JIA YIHAI,,JIA YIHAI,
001-425-397-506-448,US_8652250_B2_20140218,CN,WANG ZHENBANG,,WANG ZHENBANG,
001-425-397-506-448,US_8652250_B2_20140218,CN,WANG HUAN,,WANG HUAN,
001-425-397-506-448,US_8652250_B2_20140218,CN,HU WENXING,,HU WENXING,
002-635-558-618-494,CN_114195474_A_20220318,,BEIJING BUILDING MATERIAL SCIENCE RES GENERAL INSTITUTE LIMITED COMPANY,,BEIJING BUILDING MATERIAL SCIENCE RES GENERAL INSTITUTE LIMITED COMPANY,
002-955-576-341-508,CN_111533503_A_20200814,,QIU DAOCHENG,,QIU DAOCHENG,
002-955-576-341-508,CN_111533503_A_20200814,,HAN ZHENXIA,,HAN ZHENXIA,
002-955-576-341-508,CN_111533503_A_20200814,,LIU YONG,,LIU YONG,
003-982-114-928-46X,CN_105565742_A_20160511,,LEIXIN CONCRETE CO LTD,,LEIXIN CONCRETE CO LTD,
004-266-464-260-630,CN_112573890_A_20210330,,UNIV ZHEJIANG TECHNOLOGY,,UNIV ZHEJIANG TECHNOLOGY,
004-686-977-292-188,DE_102016119082_A1_20170413,DE,INFINEON TECHNOLOGIES AG,,INFINEON TECHNOLOGIES AG,
006-307-978-384-703,MA_40154_A1_20170731,FR,POGGI PAUL,,POGGI PAUL,
006-553-127-042-573,KR_101479643_B1_20150108,KR,SAM KYUNG MSM,,SAM KYUNG MSM,
007-443-859-881-523,US_9725369_B2_20170808,US,BELL JR CHARLES H,,BELL JR CHARLES H,
007-443-859-881-523,US_9725369_B2_20170808,US,CRISPYCRETE LLC,,CRISPYCRETE LLC,
007-972-738-361-939,CN_113735548_A_20211203,,CHINA SCIENTIFIC MAGNESIUM BEIJING TECH CO LTD,,CHINA SCIENTIFIC MAGNESIUM BEIJING TECH CO LTD,
008-042-173-966-492,WO_2013089431_A3_20130808,KR,SAMSUNG C&T CORP,,SAMSUNG C&T CORP,
009-063-671-993-142,KR_20190104006_A_20190905,KR,KYUNGBOK UNIV ACADEMY IND COOPERATION FOUNDATION,,KYUNGBOK UNIV ACADEMY IND COOPERATION FOUNDATION,
009-095-967-799-011,KR_102228209_B1_20210317,KR,SOOMTEO SOLUTION,,SOOMTEO SOLUTION,
009-095-967-799-011,KR_102228209_B1_20210317,KR,KOO DONG HYUN,,KOO DONG HYUN,
009-138-020-071-367,CN_107913889_A_20180417,,GUIZHOU OURUIXINHE ENVIRONMENTAL PROT CO LTD,,GUIZHOU OURUIXINHE ENVIRONMENTAL PROT CO LTD,
009-149-566-597-022,CN_106478032_A_20170308,,UNIV KUNMING SCIENCE & TECH,,UNIV KUNMING SCIENCE & TECH,
010-180-847-223-191,CN_107117843_B_20190416,,浙江工业大学温州科学技术研究院,,浙江工业大学温州科学技术研究院,
010-409-551-628-360,AU_2010354534_B2_20140605,,BEIJING RECHSAND SCI & TECH GR,,BEIJING RECHSAND SCI & TECH GR,
010-503-476-351-007,KR_101788677_B1_20171020,KR,GANGWON SATE UNIV INDUSTRY-ACADEMIC COOP FOUND,,GANGWON SATE UNIV INDUSTRY-ACADEMIC COOP FOUND,
010-503-476-351-007,KR_101788677_B1_20171020,KR,TERRA TECH CO LTD,,TERRA TECH CO LTD,
010-559-467-646-922,KR_101299164_B1_20130822,KR,DAEWOO ENG & CONSTR CO LTD,,DAEWOO ENG & CONSTR CO LTD,
010-559-467-646-922,KR_101299164_B1_20130822,KR,SUNGSHIN CEMENT CO LTD,,SUNGSHIN CEMENT CO LTD,
010-559-467-646-922,KR_101299164_B1_20130822,KR,ASIA CEMENT CO LTD,,ASIA CEMENT CO LTD,
010-796-014-476-528,CN_112692042_A_20210423,,GUANGXI BOSSCO ENVIRONMENTAL PROTECTION TECH CO LTD,,GUANGXI BOSSCO ENVIRONMENTAL PROTECTION TECH CO LTD,
011-561-450-941-027,WO_2019098445_A1_20190523,KR,KIM YEON HEE,,KIM YEON HEE,
